study,envirotype,lineage,sample,Run,groupby,group,Eh,Eh7,ZC
WFB+21,Sediment,Bacteria,t11d15,SRR12038398,Treatment,C. volutator,147,147,-0.15015
WFB+21,Sediment,Bacteria,t11d30,SRR12038397,Treatment,C. volutator,92,92,-0.150257
WFB+21,Sediment,Bacteria,t11d45,SRR12038396,Treatment,C. volutator,62,62,-0.149182
WFB+21,Sediment,Bacteria,t12d00,SRR12038395,Treatment,H. diversicolor,176,176,-0.149566
WFB+21,Sediment,Bacteria,t12d15,SRR12038394,Treatment,H. diversicolor,129,129,-0.149689
WFB+21,Sediment,Bacteria,t12d30,SRR12038393,Treatment,H. diversicolor,92,92,-0.150146
WFB+21,Sediment,Bacteria,t12d45,SRR12038392,Treatment,H. diversicolor,65,65,-0.149968
WFB+21,Sediment,Bacteria,t13d00,SRR12038390,Treatment,Cv & Hd,195,195,-0.148844
WFB+21,Sediment,Bacteria,t13d15,SRR12038389,Treatment,Cv & Hd,142,142,-0.149306
WFB+21,Sediment,Bacteria,t13d30,SRR12038388,Treatment,Cv & Hd,101,101,-0.149733
WFB+21,Sediment,Bacteria,t13d45,SRR12038387,Treatment,Cv & Hd,75,75,-0.14987
WFB+21,Sediment,Bacteria,t14d00,SRR12038386,Treatment,MPB,149,149,-0.150482
WFB+21,Sediment,Bacteria,t14d15,SRR12038385,Treatment,MPB,105,105,-0.151098
WFB+21,Sediment,Bacteria,t14d30,SRR12038384,Treatment,MPB,80,80,-0.149856
WFB+21,Sediment,Bacteria,t14d45,SRR12038383,Treatment,MPB,63,63,-0.150098
WFB+21,Sediment,Bacteria,t15d00,SRR12038382,Treatment,Manual turbation,189,189,-0.150702
WFB+21,Sediment,Bacteria,t15d15,SRR12038381,Treatment,Manual turbation,151,151,-0.150285
WFB+21,Sediment,Bacteria,t15d30,SRR12038379,Treatment,Manual turbation,87,87,-0.150823
WFB+21,Sediment,Bacteria,t15d45,SRR12038378,Treatment,Manual turbation,59,59,-0.15055
WFB+21,Sediment,Bacteria,t16d00,SRR12038377,Treatment,C. volutator,211,211,-0.151228
WFB+21,Sediment,Bacteria,t16d15,SRR12038376,Treatment,C. volutator,147,147,-0.149421
WFB+21,Sediment,Bacteria,t16d30,SRR12038375,Treatment,C. volutator,92,92,-0.150192
WFB+21,Sediment,Bacteria,t16d45,SRR12038374,Treatment,C. volutator,62,62,-0.149975
WFB+21,Sediment,Bacteria,t17d00,SRR12038373,Treatment,H. diversicolor,176,176,-0.149133
WFB+21,Sediment,Bacteria,t17d15,SRR12038372,Treatment,H. diversicolor,129,129,-0.150458
WFB+21,Sediment,Bacteria,t17d30,SRR12038371,Treatment,H. diversicolor,92,92,-0.149981
WFB+21,Sediment,Bacteria,t17d45,SRR12038370,Treatment,H. diversicolor,65,65,-0.150571
WFB+21,Sediment,Bacteria,t18d00,SRR12038415,Treatment,Cv & Hd,195,195,-0.148402
WFB+21,Sediment,Bacteria,t18d15,SRR12038414,Treatment,Cv & Hd,142,142,-0.148062
WFB+21,Sediment,Bacteria,t18d30,SRR12038413,Treatment,Cv & Hd,101,101,-0.149494
WFB+21,Sediment,Bacteria,t18d45,SRR12038412,Treatment,Cv & Hd,75,75,-0.15074
WFB+21,Sediment,Bacteria,t19d00,SRR12038411,Treatment,MPB,149,149,-0.151696
WFB+21,Sediment,Bacteria,t19d15,SRR12038410,Treatment,MPB,105,105,-0.151385
WFB+21,Sediment,Bacteria,t19d30,SRR12038409,Treatment,MPB,80,80,-0.149976
WFB+21,Sediment,Bacteria,t19d45,SRR12038408,Treatment,MPB,63,63,-0.150265
WFB+21,Sediment,Bacteria,t20d00,SRR12038407,Treatment,Manual turbation,189,189,-0.150071
WFB+21,Sediment,Bacteria,t20d15,SRR12038406,Treatment,Manual turbation,151,151,-0.149478
WFB+21,Sediment,Bacteria,t20d30,SRR12038404,Treatment,Manual turbation,87,87,-0.150453
WFB+21,Sediment,Bacteria,t20d45,SRR12038403,Treatment,Manual turbation,59,59,-0.151517
SBW+17,Soil,Bacteria,A1_paddy,SRR4171247,Treatment,Control,11,-36.9,-0.147323
SBW+17,Soil,Bacteria,A2_paddy,SRR4171248,Treatment,Control,11,-36.9,-0.146602
SBW+17,Soil,Bacteria,B1_paddy,SRR4171255,Treatment,Control,11,-36.9,-0.148353
SBW+17,Soil,Bacteria,B2_paddy,SRR4171256,Treatment,Control,11,-36.9,-0.148824
SBW+17,Soil,Bacteria,C1_paddy,SRR4171257,Treatment,BC400,-6,-53.9,-0.149453
SBW+17,Soil,Bacteria,C2_paddy,SRR4171258,Treatment,BC400,-6,-53.9,-0.148762
SBW+17,Soil,Bacteria,D1_paddy,SRR4171259,Treatment,BC400,11,-43.4,-0.149662
SBW+17,Soil,Bacteria,D2_paddy,SRR4171260,Treatment,BC400,11,-43.4,-0.149563
SBW+17,Soil,Bacteria,E1_paddy,SRR4171261,Treatment,BC400,-37,-80.2,-0.148895
SBW+17,Soil,Bacteria,E2_paddy,SRR4171262,Treatment,BC400,-37,-80.2,-0.149559
SBW+17,Soil,Bacteria,F1_paddy,SRR4171249,Treatment,BC600,-64,-113.7,-0.149947
SBW+17,Soil,Bacteria,F2_paddy,SRR4171250,Treatment,BC600,-64,-113.7,-0.150094
SBW+17,Soil,Bacteria,G1_paddy,SRR4171251,Treatment,BC600,-85,-132.9,-0.149163
SBW+17,Soil,Bacteria,G2_paddy,SRR4171252,Treatment,BC600,-85,-132.9,-0.149798
SBW+17,Soil,Bacteria,H1_paddy,SRR4171253,Treatment,BC600,-199,-235.7,-0.151673
SBW+17,Soil,Bacteria,H2_paddy,SRR4171254,Treatment,BC600,-199,-235.7,-0.152035
MLL+19,Soil,Bacteria,Upland_soil_1,SRR5435165,Type,Upland,415.4,273.4,-0.146384
MLL+19,Soil,Bacteria,Upland_soil_2,SRR5435164,Type,Upland,376.1,245.4,-0.146263
MLL+19,Soil,Bacteria,Upland_soil_3,SRR5435163,Type,Upland,373.2,231.2,-0.154993
MLL+19,Soil,Bacteria,Upland_soil_4,SRR5435162,Type,Upland,444,300.3,-0.149994
MLL+19,Soil,Bacteria,Upland_soil_5,SRR5435161,Type,Upland,409.4,265.1,-0.141838
MLL+19,Soil,Bacteria,Upland_soil_6,SRR5435160,Type,Upland,402.4,252.1,-0.149795
MLL+19,Soil,Bacteria,Upland_soil_7,SRR5435159,Type,Upland,380,241,-0.143208
MLL+19,Soil,Bacteria,Upland_soil_8,SRR5435158,Type,Upland,369.8,227.8,-0.149975
MLL+19,Soil,Bacteria,Upland_soil_9,SRR5435157,Type,Upland,369.4,213.2,-0.152322
MLL+19,Soil,Bacteria,Upland_soil_10,SRR5435156,Type,Upland,395.4,259.3,-0.145538
MLL+19,Soil,Bacteria,Paddy_soil_1,SRR5435155,Type,Paddy,81.6,-100,-0.156519
MLL+19,Soil,Bacteria,Paddy_soil_2,SRR5435154,Type,Paddy,110.4,-93.7,-0.155032
MLL+19,Soil,Bacteria,Paddy_soil_3,SRR5435153,Type,Paddy,166.1,-0.1,-0.149296
MLL+19,Soil,Bacteria,Paddy_soil_4,SRR5435152,Type,Paddy,93.6,-58.4,-0.160128
MLL+19,Soil,Bacteria,Paddy_soil_5,SRR5435151,Type,Paddy,125.3,-52.8,-0.160261
MLL+19,Soil,Bacteria,Paddy_soil_6,SRR5435150,Type,Paddy,110.3,-58.9,-0.154088
MLL+19,Soil,Bacteria,Paddy_soil_7,SRR5435149,Type,Paddy,76,-151.8,-0.154878
MLL+19,Soil,Bacteria,Paddy_soil_8,SRR5435148,Type,Paddy,288.1,179.3,-0.146273
MLL+19,Soil,Bacteria,Paddy_soil_9,SRR5435147,Type,Paddy,164.9,89.2,-0.151168
MLL+19,Soil,Bacteria,Paddy_soil_10,SRR5435146,Type,Paddy,108.4,13.2,-0.147664
MLL+19,Soil,Bacteria,Sediment_1,SRR5435145,Type,Sediment,-65.8,-168.7,-0.15635
MLL+19,Soil,Bacteria,Sediment_2,SRR5435144,Type,Sediment,-120.5,-196.8,-0.155321
MLL+19,Soil,Bacteria,Sediment_3,SRR5435143,Type,Sediment,-115,-173,-0.160092
MLL+19,Soil,Bacteria,Sediment_4,SRR5435142,Type,Sediment,-62.3,-123.8,-0.154988
MLL+19,Soil,Bacteria,Sediment_5,SRR5435141,Type,Sediment,-60.2,-77.4,-0.155649
MLL+19,Soil,Bacteria,Sediment_6,SRR5435140,Type,Sediment,-192.9,-342.6,-0.151919
MLL+19,Soil,Bacteria,Sediment_7,SRR5435139,Type,Sediment,-246.8,-374.6,-0.15699
MLL+19,Soil,Bacteria,Sediment_8,SRR5435138,Type,Sediment,-265,-317.6,-0.156426
MLL+19,Soil,Bacteria,Sediment_9,SRR5435137,Type,Sediment,-129.8,-265.3,-0.155391
MLL+19,Soil,Bacteria,Sediment_10,SRR5435136,Type,Sediment,-174.1,-278.2,-0.15965
MLL+19,Soil,Archaea,Upland_soil_1,SRR5435165,Type,Upland,415.4,273.4,-0.16622
MLL+19,Soil,Archaea,Upland_soil_2,SRR5435164,Type,Upland,376.1,245.4,-0.169087
MLL+19,Soil,Archaea,Upland_soil_5,SRR5435161,Type,Upland,409.4,265.1,-0.168235
MLL+19,Soil,Archaea,Upland_soil_9,SRR5435157,Type,Upland,369.4,213.2,-0.168639
MLL+19,Soil,Archaea,Upland_soil_10,SRR5435156,Type,Upland,395.4,259.3,-0.168579
MLL+19,Soil,Archaea,Paddy_soil_1,SRR5435155,Type,Paddy,81.6,-100,-0.146608
MLL+19,Soil,Archaea,Paddy_soil_2,SRR5435154,Type,Paddy,110.4,-93.7,-0.145597
MLL+19,Soil,Archaea,Paddy_soil_3,SRR5435153,Type,Paddy,166.1,-0.1,-0.172823
MLL+19,Soil,Archaea,Paddy_soil_4,SRR5435152,Type,Paddy,93.6,-58.4,-0.148718
MLL+19,Soil,Archaea,Paddy_soil_5,SRR5435151,Type,Paddy,125.3,-52.8,-0.156953
MLL+19,Soil,Archaea,Paddy_soil_6,SRR5435150,Type,Paddy,110.3,-58.9,-0.156479
MLL+19,Soil,Archaea,Paddy_soil_7,SRR5435149,Type,Paddy,76,-151.8,-0.152811
MLL+19,Soil,Archaea,Paddy_soil_8,SRR5435148,Type,Paddy,288.1,179.3,-0.171259
MLL+19,Soil,Archaea,Paddy_soil_9,SRR5435147,Type,Paddy,164.9,89.2,-0.166685
MLL+19,Soil,Archaea,Sediment_1,SRR5435145,Type,Sediment,-65.8,-168.7,-0.163177
MLL+19,Soil,Archaea,Sediment_2,SRR5435144,Type,Sediment,-120.5,-196.8,-0.166889
MLL+19,Soil,Archaea,Sediment_3,SRR5435143,Type,Sediment,-115,-173,-0.157098
MLL+19,Soil,Archaea,Sediment_4,SRR5435142,Type,Sediment,-62.3,-123.8,-0.168933
MLL+19,Soil,Archaea,Sediment_5,SRR5435141,Type,Sediment,-60.2,-77.4,-0.17311
MLL+19,Soil,Archaea,Sediment_7,SRR5435139,Type,Sediment,-246.8,-374.6,-0.170818
MLL+19,Soil,Archaea,Sediment_8,SRR5435138,Type,Sediment,-265,-317.6,-0.162961
MLL+19,Soil,Archaea,Sediment_9,SRR5435137,Type,Sediment,-129.8,-265.3,-0.172291
MLL+19,Soil,Archaea,Sediment_10,SRR5435136,Type,Sediment,-174.1,-278.2,-0.162997
BMOB18,Soil,Bacteria,II.Acetate.site.1,SRR6206143,Treatment,Acetate,-220,-214.7,-0.169252
BMOB18,Soil,Bacteria,II.Acetate.site.4,SRR6206144,Treatment,Acetate,-220,-214.7,-0.152295
BMOB18,Soil,Bacteria,II.Acetate.site.6,SRR6206141,Treatment,Acetate,-220,-214.7,-0.153905
BMOB18,Soil,Bacteria,II.Acetate.site.7,SRR6206142,Treatment,Acetate,-220,-214.7,-0.155468
BMOB18,Soil,Bacteria,II.NegCtrl.site.1,SRR6206149,Treatment,No amendment,-89,-106.7,-0.154002
BMOB18,Soil,Bacteria,II.NegCtrl.site.4,SRR6206150,Treatment,No amendment,-89,-106.7,-0.152354
BMOB18,Soil,Bacteria,II.NegCtrl.site.6,SRR6206125,Treatment,No amendment,-89,-106.7,-0.153343
BMOB18,Soil,Bacteria,II.NegCtrl.site.7,SRR6206126,Treatment,No amendment,-89,-106.7,-0.153606
BMOB18,Soil,Bacteria,II.Preinc.site.1,SRR6206123,Treatment,Pre-incubation,-215,-235.1,-0.150934
BMOB18,Soil,Bacteria,II.Preinc.site.4,SRR6206124,Treatment,Pre-incubation,-215,-235.1,-0.152016
BMOB18,Soil,Bacteria,II.Preinc.site.6,SRR6206129,Treatment,Pre-incubation,-215,-235.1,-0.156422
BMOB18,Soil,Bacteria,II.Preinc.site.7,SRR6206130,Treatment,Pre-incubation,-215,-235.1,-0.153141
BMOB18,Soil,Bacteria,PM.Acetate.site.3,SRR6206127,Treatment,Acetate,-297,-253.2,-0.178634
BMOB18,Soil,Bacteria,PM.Acetate.site.6,SRR6206128,Treatment,Acetate,-297,-253.2,-0.163811
BMOB18,Soil,Bacteria,PM.Acetate.site.7,SRR6206132,Treatment,Acetate,-297,-253.2,-0.186295
BMOB18,Soil,Bacteria,PM.Acetate.site.8,SRR6206133,Treatment,Acetate,-297,-253.2,-0.153979
BMOB18,Soil,Bacteria,PM.NegCtrl.site.3,SRR6206114,Treatment,No amendment,-61,-75.8,-0.154098
BMOB18,Soil,Bacteria,PM.NegCtrl.site.6,SRR6206113,Treatment,No amendment,-61,-75.8,-0.162116
BMOB18,Soil,Bacteria,PM.NegCtrl.site.7,SRR6206112,Treatment,No amendment,-61,-75.8,-0.156746
BMOB18,Soil,Bacteria,PM.NegCtrl.site.8,SRR6206111,Treatment,No amendment,-61,-75.8,-0.155731
BMOB18,Soil,Bacteria,PM.Preinc.site.3,SRR6206105,Treatment,Pre-incubation,-65,-108.8,-0.151535
BMOB18,Soil,Bacteria,PM.Preinc.site.6,SRR6206104,Treatment,Pre-incubation,-65,-108.8,-0.159359
BMOB18,Soil,Bacteria,PM.Preinc.site.7,SRR6206117,Treatment,Pre-incubation,-65,-108.8,-0.155113
BMOB18,Soil,Bacteria,PM.Preinc.site.8,SRR6206118,Treatment,Pre-incubation,-65,-108.8,-0.151907
BMOB18,Soil,Bacteria,SI.Acetate.site.1,SRR6206119,Treatment,Acetate,-367,-339.8,-0.176529
BMOB18,Soil,Bacteria,SI.Acetate.site.4,SRR6206120,Treatment,Acetate,-367,-339.8,-0.172484
BMOB18,Soil,Bacteria,SI.Acetate.site.5,SRR6206106,Treatment,Acetate,-367,-339.8,-0.173185
BMOB18,Soil,Bacteria,SI.Acetate.site.7,SRR6206136,Treatment,Acetate,-367,-339.8,-0.170022
BMOB18,Soil,Bacteria,SI.NegCtrl.site.1,SRR6206137,Treatment,No amendment,-161,-166.9,-0.180722
BMOB18,Soil,Bacteria,SI.NegCtrl.site.4,SRR6206151,Treatment,No amendment,-161,-166.9,-0.161702
BMOB18,Soil,Bacteria,SI.NegCtrl.site.5,SRR6206139,Treatment,No amendment,-161,-166.9,-0.166183
BMOB18,Soil,Bacteria,SI.NegCtrl.site.7,SRR6206138,Treatment,No amendment,-161,-166.9,-0.15644
BMOB18,Soil,Bacteria,SI.Preinc.site.1,SRR6206122,Treatment,Pre-incubation,-209,-217.9,-0.167734
BMOB18,Soil,Bacteria,SI.Preinc.site.4,SRR6206121,Treatment,Pre-incubation,-209,-217.9,-0.159256
BMOB18,Soil,Bacteria,SI.Preinc.site.5,SRR6206140,Treatment,Pre-incubation,-209,-217.9,-0.159291
BMOB18,Soil,Bacteria,SI.Preinc.site.7,SRR6206131,Treatment,Pre-incubation,-209,-217.9,-0.159864
BMOB18,Soil,Archaea,II.Acetate.site.1,SRR6206143,Treatment,Acetate,-220,-214.7,-0.179303
BMOB18,Soil,Archaea,II.Acetate.site.4,SRR6206144,Treatment,Acetate,-220,-214.7,-0.189306
BMOB18,Soil,Archaea,II.Acetate.site.6,SRR6206141,Treatment,Acetate,-220,-214.7,-0.188783
BMOB18,Soil,Archaea,II.Acetate.site.7,SRR6206142,Treatment,Acetate,-220,-214.7,-0.189343
BMOB18,Soil,Archaea,II.NegCtrl.site.1,SRR6206149,Treatment,No amendment,-89,-106.7,-0.181971
BMOB18,Soil,Archaea,II.NegCtrl.site.4,SRR6206150,Treatment,No amendment,-89,-106.7,-0.19081
BMOB18,Soil,Archaea,II.NegCtrl.site.6,SRR6206125,Treatment,No amendment,-89,-106.7,-0.19111
BMOB18,Soil,Archaea,II.NegCtrl.site.7,SRR6206126,Treatment,No amendment,-89,-106.7,-0.190928
BMOB18,Soil,Archaea,II.Preinc.site.1,SRR6206123,Treatment,Pre-incubation,-215,-235.1,-0.181936
BMOB18,Soil,Archaea,II.Preinc.site.4,SRR6206124,Treatment,Pre-incubation,-215,-235.1,-0.190509
BMOB18,Soil,Archaea,II.Preinc.site.6,SRR6206129,Treatment,Pre-incubation,-215,-235.1,-0.189808
BMOB18,Soil,Archaea,II.Preinc.site.7,SRR6206130,Treatment,Pre-incubation,-215,-235.1,-0.187673
BMOB18,Soil,Archaea,PM.Acetate.site.3,SRR6206127,Treatment,Acetate,-297,-253.2,-0.187204
BMOB18,Soil,Archaea,PM.Acetate.site.6,SRR6206128,Treatment,Acetate,-297,-253.2,-0.179266
BMOB18,Soil,Archaea,PM.Acetate.site.7,SRR6206132,Treatment,Acetate,-297,-253.2,-0.201011
BMOB18,Soil,Archaea,PM.Acetate.site.8,SRR6206133,Treatment,Acetate,-297,-253.2,-0.18457
BMOB18,Soil,Archaea,PM.NegCtrl.site.3,SRR6206114,Treatment,No amendment,-61,-75.8,-0.189538
BMOB18,Soil,Archaea,PM.NegCtrl.site.6,SRR6206113,Treatment,No amendment,-61,-75.8,-0.186868
BMOB18,Soil,Archaea,PM.NegCtrl.site.7,SRR6206112,Treatment,No amendment,-61,-75.8,-0.2023
BMOB18,Soil,Archaea,PM.NegCtrl.site.8,SRR6206111,Treatment,No amendment,-61,-75.8,-0.189318
BMOB18,Soil,Archaea,PM.Preinc.site.3,SRR6206105,Treatment,Pre-incubation,-65,-108.8,-0.186715
BMOB18,Soil,Archaea,PM.Preinc.site.6,SRR6206104,Treatment,Pre-incubation,-65,-108.8,-0.185835
BMOB18,Soil,Archaea,PM.Preinc.site.7,SRR6206117,Treatment,Pre-incubation,-65,-108.8,-0.202391
BMOB18,Soil,Archaea,PM.Preinc.site.8,SRR6206118,Treatment,Pre-incubation,-65,-108.8,-0.187148
BMOB18,Soil,Archaea,SI.Acetate.site.1,SRR6206119,Treatment,Acetate,-367,-339.8,-0.176647
BMOB18,Soil,Archaea,SI.Acetate.site.4,SRR6206120,Treatment,Acetate,-367,-339.8,-0.178503
BMOB18,Soil,Archaea,SI.Acetate.site.5,SRR6206106,Treatment,Acetate,-367,-339.8,-0.187782
BMOB18,Soil,Archaea,SI.Acetate.site.7,SRR6206136,Treatment,Acetate,-367,-339.8,-0.191104
BMOB18,Soil,Archaea,SI.NegCtrl.site.1,SRR6206137,Treatment,No amendment,-161,-166.9,-0.174286
BMOB18,Soil,Archaea,SI.NegCtrl.site.4,SRR6206151,Treatment,No amendment,-161,-166.9,-0.182995
BMOB18,Soil,Archaea,SI.NegCtrl.site.5,SRR6206139,Treatment,No amendment,-161,-166.9,-0.184595
BMOB18,Soil,Archaea,SI.NegCtrl.site.7,SRR6206138,Treatment,No amendment,-161,-166.9,-0.201734
BMOB18,Soil,Archaea,SI.Preinc.site.1,SRR6206122,Treatment,Pre-incubation,-209,-217.9,-0.175627
BMOB18,Soil,Archaea,SI.Preinc.site.4,SRR6206121,Treatment,Pre-incubation,-209,-217.9,-0.18076
BMOB18,Soil,Archaea,SI.Preinc.site.5,SRR6206140,Treatment,Pre-incubation,-209,-217.9,-0.186872
BMOB18,Soil,Archaea,SI.Preinc.site.7,SRR6206131,Treatment,Pre-incubation,-209,-217.9,-0.177794
ZZZ+18,Soil,Bacteria,b01,SRR6425932,Treatment,None,-124,-96.2,-0.174177
ZZZ+18,Soil,Bacteria,b02,SRR6425933,Treatment,None,-124,-96.2,-0.169881
ZZZ+18,Soil,Bacteria,b03,SRR6425940,Treatment,None,-124,-96.2,-0.17573
ZZZ+18,Soil,Bacteria,b0A1,SRR6425938,Treatment,AQDS,-288,-238.9,-0.171225
ZZZ+18,Soil,Bacteria,b0A2,SRR6425939,Treatment,AQDS,-288,-238.9,-0.170827
ZZZ+18,Soil,Bacteria,b0A3,SRR6425936,Treatment,AQDS,-288,-238.9,-0.166749
ZZZ+18,Soil,Bacteria,b0AM1,SRR6425937,Treatment,AQDS,-350,-290.3,-0.165423
ZZZ+18,Soil,Bacteria,b0AM2,SRR6425934,Treatment,AQDS,-350,-290.3,-0.168968
ZZZ+18,Soil,Bacteria,b0AM3,SRR6425935,Treatment,AQDS,-350,-290.3,-0.16212
ZZZ+18,Soil,Bacteria,b0M1,SRR6425941,Treatment,None,-186,-126.8,-0.159447
ZZZ+18,Soil,Bacteria,b0M2,SRR6425948,Treatment,None,-186,-126.8,-0.170161
ZZZ+18,Soil,Bacteria,b0M3,SRR6425949,Treatment,None,-186,-126.8,-0.168815
ZZZ+18,Soil,Bacteria,b11,SRR6425946,Treatment,Biochar,-174,-139.1,-0.164193
ZZZ+18,Soil,Bacteria,b12,SRR6425947,Treatment,Biochar,-174,-139.1,-0.164358
ZZZ+18,Soil,Bacteria,b13,SRR6425944,Treatment,Biochar,-174,-139.1,-0.168325
ZZZ+18,Soil,Bacteria,b1M1,SRR6425945,Treatment,Biochar,-132,-79.9,-0.160654
ZZZ+18,Soil,Bacteria,b1M2,SRR6425942,Treatment,Biochar,-132,-79.9,-0.156911
ZZZ+18,Soil,Bacteria,b1M3,SRR6425943,Treatment,Biochar,-132,-79.9,-0.174129
ZZZ+18,Soil,Archaea,A1,SRR6429122,Treatment,AQDS,-288,-238.9,-0.18028
ZZZ+18,Soil,Archaea,A2,SRR6429123,Treatment,AQDS,-288,-238.9,-0.14861
ZZZ+18,Soil,Archaea,A3,SRR6429120,Treatment,AQDS,-288,-238.9,-0.178392
ZZZ+18,Soil,Archaea,AM1,SRR6429121,Treatment,AQDS,-350,-290.3,-0.135637
ZZZ+18,Soil,Archaea,AM2,SRR6429118,Treatment,AQDS,-350,-290.3,-0.139131
ZZZ+18,Soil,Archaea,AM3,SRR6429119,Treatment,AQDS,-350,-290.3,-0.142443
ZZZ+18,Soil,Archaea,B1,SRR6429128,Treatment,Biochar,-174,-139.1,-0.180074
ZZZ+18,Soil,Archaea,B2,SRR6429129,Treatment,Biochar,-174,-139.1,-0.178446
ZZZ+18,Soil,Archaea,B3,SRR6429126,Treatment,Biochar,-174,-139.1,-0.179911
ZZZ+18,Soil,Archaea,BM1,SRR6429127,Treatment,Biochar,-132,-79.9,-0.155825
ZZZ+18,Soil,Archaea,BM2,SRR6429124,Treatment,Biochar,-132,-79.9,-0.168576
ZZZ+18,Soil,Archaea,BM3,SRR6429125,Treatment,Biochar,-132,-79.9,-0.171309
ZZZ+18,Soil,Archaea,M1,SRR6429115,Treatment,None,-186,-126.8,-0.168306
ZZZ+18,Soil,Archaea,M2,SRR6429130,Treatment,None,-186,-126.8,-0.163364
ZZZ+18,Soil,Archaea,M3,SRR6429131,Treatment,None,-186,-126.8,-0.149645
ZZZ+18,Soil,Archaea,ck1,SRR6429116,Treatment,None,-124,-96.2,-0.150909
ZZZ+18,Soil,Archaea,ck2,SRR6429117,Treatment,None,-124,-96.2,-0.179866
ZZZ+18,Soil,Archaea,ck3,SRR6429114,Treatment,None,-124,-96.2,-0.171654
PMM+20,Soil,Bacteria,F1-2-4,ERR2751748,Type,Fluctuating,536,536,-0.140847
PMM+20,Soil,Bacteria,F1-8-10,ERR2751699,Type,Fluctuating,302,302,-0.14442
PMM+20,Soil,Bacteria,F1-20-22,ERR2751795,Type,Fluctuating,147,147,-0.150982
PMM+20,Soil,Bacteria,F1-36-38,ERR2751708,Type,Fluctuating,-500,-500,-0.167358
PMM+20,Soil,Bacteria,C1-2-4,ERR2751779,Type,Static,219,219,-0.141392
PMM+20,Soil,Bacteria,C1-36-38,ERR2751646,Type,Static,-385,-385,-0.169181
ZHZ+19,Soil,Bacteria,O4.1,SRR8607601,Treatment,Original,-131,-131,-0.153453
ZHZ+19,Soil,Bacteria,O4.2,SRR8607600,Treatment,Original,-131,-131,-0.151279
ZHZ+19,Soil,Bacteria,O4.3,SRR8607599,Treatment,Original,-131,-131,-0.152543
ZHZ+19,Soil,Bacteria,PFP4.1,SRR8607584,Treatment,Ferric-reducing,-148,-148,-0.157008
ZHZ+19,Soil,Bacteria,PFP4.2,SRR8607583,Treatment,Ferric-reducing,-148,-148,-0.156363
ZHZ+19,Soil,Bacteria,PFP4.3,SRR8607573,Treatment,Ferric-reducing,-148,-148,-0.1568
ZHZ+19,Soil,Bacteria,PMP4.1,SRR8607577,Treatment,Methanogenic,-418,-418,-0.155041
ZHZ+19,Soil,Bacteria,PMP4.2,SRR8607578,Treatment,Methanogenic,-418,-418,-0.153964
ZHZ+19,Soil,Bacteria,PMP4.3,SRR8607579,Treatment,Methanogenic,-418,-418,-0.155568
ZHZ+19,Soil,Bacteria,PNP4.1,SRR8607585,Treatment,Nitrate-reducing,-77,-77,-0.15039
ZHZ+19,Soil,Bacteria,PNP4.2,SRR8607588,Treatment,Nitrate-reducing,-77,-77,-0.149531
ZHZ+19,Soil,Bacteria,PNP4.3,SRR8607587,Treatment,Nitrate-reducing,-77,-77,-0.15073
ZHZ+19,Soil,Bacteria,PSP4.1,SRR8607574,Treatment,Sulfate-reducing,-350,-350,-0.155157
ZHZ+19,Soil,Bacteria,PSP4.2,SRR8607575,Treatment,Sulfate-reducing,-350,-350,-0.158591
ZHZ+19,Soil,Bacteria,PSP4.3,SRR8607576,Treatment,Sulfate-reducing,-350,-350,-0.155977
ZHZ+19,Soil,Bacteria,nFP4.1,SRR8607595,Treatment,Ferric-reducing,-160,-160,-0.157572
ZHZ+19,Soil,Bacteria,nFP4.2,SRR8607594,Treatment,Ferric-reducing,-160,-160,-0.157364
ZHZ+19,Soil,Bacteria,nFP4.3,SRR8607603,Treatment,Ferric-reducing,-160,-160,-0.15672
ZHZ+19,Soil,Bacteria,nMP4.1,SRR8607592,Treatment,Methanogenic,-399,-399,-0.162295
ZHZ+19,Soil,Bacteria,nMP4.2,SRR8607591,Treatment,Methanogenic,-399,-399,-0.161285
ZHZ+19,Soil,Bacteria,nMP4.3,SRR8607586,Treatment,Methanogenic,-399,-399,-0.161663
ZHZ+19,Soil,Bacteria,nNP4.1,SRR8607598,Treatment,Nitrate-reducing,-79,-79,-0.152738
ZHZ+19,Soil,Bacteria,nNP4.2,SRR8607597,Treatment,Nitrate-reducing,-79,-79,-0.147995
ZHZ+19,Soil,Bacteria,nNP4.3,SRR8607596,Treatment,Nitrate-reducing,-79,-79,-0.151247
ZHZ+19,Soil,Bacteria,nSP4.1,SRR8607602,Treatment,Sulfate-reducing,-330,-330,-0.159371
ZHZ+19,Soil,Bacteria,nSP4.2,SRR8607590,Treatment,Sulfate-reducing,-330,-330,-0.16019
ZHZ+19,Soil,Bacteria,nSP4.3,SRR8607589,Treatment,Sulfate-reducing,-330,-330,-0.160998
ZHZ+19,Soil,Archaea,O4.1,SRR8607601,Treatment,Original,-131,-131,-0.151138
ZHZ+19,Soil,Archaea,O4.2,SRR8607600,Treatment,Original,-131,-131,-0.149521
ZHZ+19,Soil,Archaea,O4.3,SRR8607599,Treatment,Original,-131,-131,-0.15007
ZHZ+19,Soil,Archaea,PFP4.1,SRR8607584,Treatment,Ferric-reducing,-148,-148,-0.151398
ZHZ+19,Soil,Archaea,PFP4.2,SRR8607583,Treatment,Ferric-reducing,-148,-148,-0.153219
ZHZ+19,Soil,Archaea,PFP4.3,SRR8607573,Treatment,Ferric-reducing,-148,-148,-0.156908
